DAT,WL_Flume (m3/hour),WL_Flume_OUT (m3/hour),Solar (W/m2),Precipitation (mm),AirTemp (DegC),RH (%),delta PD (mm)
206.625,0,0.407079419,28,0.068,20.9,97.4,0
206.6666667,0,0.756400174,29,0.051,20.8,97.4,0.2
206.7083333,0,1.04164945,68,0.068,20.6,98.2,0.1
206.75,0,1.239087133,43,0.068,20.5,98.4,0
206.7916667,0,1.239087133,22,0.068,20.3,97.1,0
206.8333333,0,1.171029737,3,0.068,20.3,97.5,-0.1
206.875,0,0.921095488,0,0.068,20.3,97.7,0
206.9166667,0,0.610477288,0,0.068,20.3,97.8,-0.1
206.9583333,0,0.407079419,0,0.068,20.2,97.6,-0.1
207,0,0.307698217,0,0.068,20.2,97.5,-0.1
207.0416667,0,0.199927219,0,0.085,20.2,97.7,-0.1
207.0833333,0,0.136485904,0,0.068,20.1,97.3,0
207.125,0,0.10192578,0,0.068,19.9,98,-0.1
207.1666667,0,0.073181235,0,0.068,19.9,97.9,0
207.2083333,0,0.060882517,0,0.068,19.9,98,0
207.25,0,0.049905276,2,0.068,20,98,-0.1
207.2916667,0,0.031719426,21,0.068,20.2,98.5,0
207.3333333,0,0.024406441,31,0.051,20.4,98.6,-0.1
207.375,0,0.018205417,122,0.068,20.8,99.2,0
207.4166667,0,0.013055782,145,0.068,21.7,99,0
207.4583333,0,0.008892475,189,0.051,22.4,97.6,-0.1
207.5,0,0.005644961,210,0.068,23.1,92.8,0
207.5416667,0,0.003235803,273,0.068,23.6,91.1,-0.1
207.5833333,0,0.003235803,202,0.068,24,90,0
207.625,0,0.018205417,211,0.068,23.4,94.3,0.2
207.6666667,0,0.024406441,99,0.068,23.3,94.5,0.1
207.7083333,0,0.024406441,72,0.051,23.1,91.3,0
207.75,0,0.024406441,53,0.068,22.5,93.4,-0.1
207.7916667,0,0.018205417,21,0.068,22.4,95.1,0
207.8333333,0,0.018205417,1,0.051,22.2,94.7,-0.1
207.875,0,0.008892475,0,0.068,22,94.4,0
207.9166667,0,0.008892475,0,0.051,22,94,0
207.9583333,0,0.005644961,0,0.068,22.1,93.8,-0.1
208,0,0.005644961,0,0.051,22,94.1,0
208.0416667,0,0.003235803,0,0.068,21.7,94.9,0
208.0833333,0,0.003235803,0,0.051,21.6,94.7,-0.1
208.125,0,0.003235803,0,0.068,21.5,95.7,0
208.1666667,0,0.001578469,0,0.051,21.4,95.5,-0.1
208.2083333,0,0.001578469,0,0.068,21.4,95.2,0
208.25,0,0.001578469,0,0.051,21.2,95.7,0
208.2916667,0,0.000573605,22,0.068,21.1,95.7,-0.1
208.3333333,0,0.000573605,196,0.051,21.5,97.5,0
208.375,0,0.000573605,273,0.068,22.8,92,0
208.4166667,0,0,589,0.068,24,87.9,-0.1
208.4583333,0,0.000101543,463,0.068,24.6,82.8,0
208.5,0,0,812,0.068,25.7,76.8,-0.1
208.5416667,0,0.000101543,709,0.068,26.4,73.3,-0.1
208.5833333,0,0.000101543,882,0.085,27.5,66.7,-0.1
208.625,0,0,736,0.068,27.9,65.4,-0.1
208.6666667,0,0,654,0.068,27.8,67,0
208.7083333,0,0,418,0.068,27.4,70.5,-0.1
208.75,0,0,149,0.068,26,70.8,-0.1
208.7916667,0,0.000101543,44,0.051,24.4,71.9,0
208.8333333,0,0.000101543,4,0.051,22.7,79.5,-0.1
208.875,0,0.000101543,0,0.034,21.4,86,0
208.9166667,0,0.000101543,0,0.051,20.6,89.2,-0.1
208.9583333,0,0.000101543,0,0.034,20.2,91.4,0
209,0,0,0,0.051,20,92.6,-0.1
209.0416667,0,0,0,0.051,19.6,93.8,0
209.0833333,0,0,0,0.034,19.5,93.7,0
209.125,0,0,0,0.051,19.5,95,-0.1
209.1666667,0,0,0,0.034,19.6,95.3,0
209.2083333,0,0,0,0.051,19.9,95.7,0
209.25,0,0,0,0.051,20,95.8,-0.1
209.2916667,0,0,15,0.051,20.1,96.4,0
209.3333333,0,0,61,0.034,20.6,97.4,0
209.375,0,0,70,0.051,21.6,95.2,-0.1
209.4166667,0,0,132,0.051,22.2,93.9,0
209.4583333,0,0,113,0.051,23.3,90.9,0
209.5,0,0,121,0.051,23.5,91.1,-0.1
209.5416667,0,0,277,0.068,24.3,91.9,0
209.5833333,0,0,144,0.051,24.7,90.1,0.2
209.625,0,0.000101543,106,0.051,23.5,93.2,0.3
209.6666667,0,0.000101543,29,0.068,22.7,94.4,0.6
209.7083333,0,0.809179451,24,0.051,22.3,95.8,1.5
209.75,0,2.761369442,8,0.051,22.1,96.2,0.4
209.7916667,0,2.761369442,5,0.051,22.1,96.5,0
209.8333333,0,2.651802085,0,0.051,22.1,96.7,0
209.875,0,1.695966395,0,0.051,22,96.4,-0.2
209.9166667,0,1.695966395,0,0.068,22,96.6,-0.2
209.9583333,0,1.309419334,0,0.051,22.1,96.7,-0.1
210,0,1.105224745,0,0.051,22.1,96.9,-0.1
210.0416667,0,0.864069729,0,0.051,22.1,97.1,0
210.0833333,0,0.756400174,0,0.068,22.1,96.6,0
210.125,0,1.382048443,0,0.051,22.1,97.4,0.2
210.1666667,0,1.78040211,0,0.051,22.1,97.5,0
210.2083333,0,1.309419334,0,0.051,22.3,97,-0.1
210.25,0,0.921095488,1,0.068,23.4,95.2,-0.1
210.2916667,0,0.657074634,21,0.051,23.4,97.3,-0.1
210.3333333,0,0.443905671,77,0.068,23.9,97.7,0
210.375,0,0.339005737,137,0.051,25,99.4,-0.1
210.4166667,0,0.278168971,63,0.068,25.1,97,-0.1
210.4583333,0,0.250386064,112,0.068,24.6,96.3,0
210.5,0,0.17718292,437,0.068,25.8,97.7,-0.1
210.5416667,0,0.17718292,274,0.068,27,93.3,-0.1
210.5833333,0,0.136485904,369,0.068,27.3,91,-0.1
210.625,0,0.10192578,268,0.068,27.1,92.2,0
210.6666667,0,0.136485904,77,0.068,25.5,93.9,0.1
210.7083333,0,0.565888725,62,0.051,24.7,95,0.4
210.75,0,0.921095488,26,0.051,24.3,95,0.1
210.7916667,0,0.705707007,14,0.068,24.1,94.8,-0.1
210.8333333,0,0.523282206,1,0.051,24,95.4,0
210.875,0,0.372122673,0,0.068,24,95.5,-0.1
210.9166667,0,0.307698217,0,0.051,24,95.9,-0.1
210.9583333,0,0.278168971,0,0.051,23.9,96.5,0
211,0,0.224316711,0,0.068,23.9,96.6,-0.1
211.0416667,0,0.199927219,0,0.051,23.9,96.7,0
211.0833333,0,0.17718292,0,0.051,23.8,96.4,-0.1
211.125,0,0.156048097,0,0.051,23.7,97.3,0
211.1666667,0,0.136485904,0,0.051,23.7,97.1,-0.1
211.2083333,0,0.118458266,0,0.051,23.7,97.3,0
211.25,0,0.10192578,2,0.051,23.7,97.7,-0.1
211.2916667,0,0.086847586,31,0.068,23.8,98.3,0
211.3333333,0,0.073181235,63,0.051,24.1,99.6,-0.1
211.375,0,0.073181235,87,0.051,24.5,98.5,0
211.4166667,0,0.073181235,153,0.051,24.9,98.1,0.1
211.4583333,0,0.10192578,193,0.051,25,98.2,0.2
211.5,0,0.10192578,336,0.051,26.1,98.4,0
211.5416667,0,4.28564367,157,0.102,26.3,94.7,1.3
211.5833333,0,13.29119072,38,0.102,22.7,98.3,1
211.625,0,8.15952517,51,0.17,22.4,97.6,-0.8
211.6666667,0,4.430661516,230,0.034,23,99.7,-0.4
211.7083333,0,4.430661516,162,0.051,23.8,99.9,-0.3
211.75,0,2.988379057,71,0.051,24.2,99.4,-0.1
211.7916667,0,2.440448814,19,0.051,23.9,98.1,-0.1
211.8333333,0,1.78040211,7,0.034,23.6,97.2,-0.1
211.875,0,1.309419334,0,0.051,23.6,97,-0.1
211.9166667,0,1.04164945,0,0.051,23.6,97.3,-0.1
211.9583333,0,0.864069729,0,0.051,23.6,97.5,-0.1
212,0,0.809179451,0,0.034,23.5,97.6,0
212.0416667,0,0.705707007,0,0.051,23.6,97.6,-0.1
212.0833333,0,0.705707007,0,0.034,23.8,96.8,0
212.125,0,0.610477288,0,0.051,24,97.7,0
212.1666667,0,0.610477288,0,0.051,24,97.9,-0.1
212.2083333,0,0.565888725,0,0.034,24,97.8,0
212.25,0,0.523282206,1,0.051,24.2,97.8,-0.1
212.2916667,0,0.523282206,16,0.034,24.3,98.5,0
212.3333333,0,0.482630463,81,0.051,24.4,99.7,0
212.375,0,0.372122673,403,0.034,24.9,99.9,-0.1
212.4166667,0,0.372122673,270,0.051,25.5,99.9,0
212.4583333,0,0.339005737,568,0.051,28.1,89.2,-0.1
212.5,0,0.307698217,560,0.034,29.2,83.6,-0.1
212.5416667,0.003235803,8.80350583,86,0.221,26.1,88.1,1.8
212.5833333,0,8.80350583,83,0.068,22.1,96.3,-0.1
212.625,0.013055782,15.95282416,33,0.051,22.2,97.1,1
212.6666667,0,10.41981455,60,0.085,21.6,97.6,-0.8
212.7083333,0,6.217578862,62,0.034,21.9,98.7,-0.4
212.75,0,3.602694883,25,0.034,22.4,97,-0.3
212.7916667,0,2.440448814,61,0.034,22.7,98.5,-0.2
212.8333333,0,1.78040211,18,0.034,23.1,97.9,-0.1
212.875,0,1.382048443,0,0.034,22.9,96.9,-0.1
212.9166667,0,1.04164945,0,0.034,22.8,97,0
212.9583333,0,0.921095488,0,0.034,22.7,97.4,-0.1
213,0,0.864069729,0,0.034,22.5,97.5,-0.1
213.0416667,0,0.809179451,0,0.034,22.4,97.4,-0.1
213.0833333,0,0.705707007,0,0.034,22.6,96.9,0
213.125,0,0.657074634,0,0.051,22.7,97.8,0
213.1666667,0,0.610477288,0,0.034,22.8,98,-0.1
213.2083333,0,0.565888725,0,0.034,22.7,98.2,0
213.25,0,0.523282206,2,0.034,22.6,98.4,-0.1
213.2916667,0,0.523282206,32,0.034,22.5,98.9,0
213.3333333,0,0.482630463,102,0.034,22.6,100.2,0
213.375,0,0.443905671,256,0.034,23,100.1,-0.1
213.4166667,0,0.372122673,481,0.051,24.3,100,-0.1
213.4583333,0,0.372122673,507,0.034,25.5,99.9,0
213.5,0,0.339005737,410,0.051,26,98.2,0
213.5416667,0,0.339005737,517,0.034,27.3,94,-0.1
213.5833333,0,0.339005737,416,0.034,29.1,83.9,-0.1
213.625,0,0.307698217,431,0.051,29.7,81.7,0
213.6666667,0,0.307698217,389,0.034,29.9,80.5,-0.2
213.7083333,0,0.307698217,277,0.034,29.5,80.8,0.1
213.75,0,0.307698217,147,0.034,29.1,81.8,-0.1
213.7916667,0,0.307698217,32,0.034,28.3,83.9,0
213.8333333,0,0.307698217,4,0.034,27.5,85.3,-0.1
213.875,0,0.307698217,0,0.034,26.5,88.2,0
213.9166667,0,0.307698217,0,0.017,25.5,92,0
213.9583333,0,0.307698217,0,0.034,24.7,93.6,-0.1
214,0,0.307698217,0,0.034,24.5,94.4,0
214.0416667,0,0.307698217,0,0.034,24.2,95.1,-0.1
214.0833333,0,0.307698217,0,0.017,24.1,94.9,0
214.125,0,0.307698217,0,0.034,23.9,96.2,0
214.1666667,0,0.307698217,0,0.034,23.6,96.2,0
214.2083333,0,0.307698217,0,0.017,23.5,96.2,-0.1
214.25,0,0.307698217,1,0.034,23.5,96.7,0
214.2916667,0,0.307698217,18,0.034,23.5,97.3,-0.1
214.3333333,0,0.278168971,92,0.017,23.8,99.2,0
214.375,0,0.278168971,315,0.034,25.3,99.1,0
214.4166667,0,0.250386064,496,0.034,27.6,89.4,-0.1
214.4583333,0,0.250386064,642,0.034,28.9,80.4,-0.1
214.5,0,0.250386064,802,0.034,29.7,71.5,-0.1
214.5416667,0,0.250386064,791,0.034,30.4,69.7,-0.1
214.5833333,0,0.250386064,450,0.034,29.8,70.7,0
214.625,0,0.250386064,275,0.034,29.2,72.8,-0.1
214.6666667,0,0.250386064,266,0.017,28.4,78.4,-0.1
214.7083333,0,0.250386064,181,0.034,28.3,78.8,0
214.75,0,0.278168971,81,0.017,27.8,81.5,0
214.7916667,0,0.278168971,36,0.034,27,85.3,-0.1
214.8333333,0,0.278168971,4,0.017,26.5,86.3,0
214.875,0,0.278168971,0,0.034,26.3,87.5,-0.1
214.9166667,0,0.278168971,0,0.017,25.9,89.3,0
214.9583333,0,0.278168971,0,0.034,25.8,90.1,-0.1
215,0,0.278168971,0,0.017,25.9,90.5,0
215.0416667,0,0.278168971,0,0.034,26.1,89.7,0
215.0833333,0,0.278168971,0,0.017,26.8,85.3,-0.1
215.125,0,0.278168971,0,0.017,26.7,84.9,0
215.1666667,0,0.278168971,0,0.034,26.1,88.1,0
215.2083333,0,0.278168971,0,0.017,26.1,87.9,-0.1
215.25,0,0.278168971,2,0.034,26.2,86.5,0
215.2916667,0,0.278168971,31,0.017,26.1,87.1,0
215.3333333,0,0.278168971,91,0.017,26.1,89.3,-0.1
215.375,0,0.278168971,196,0.034,26.6,89.5,0
215.4166667,0,0.250386064,571,0.017,28.5,83.4,-0.1
215.4583333,0,0.250386064,662,0.034,29.5,77.2,-0.1
215.5,0,0.250386064,372,0.017,29.4,75.7,0
215.5416667,0,0.250386064,407,0.034,29.4,74.8,-0.1
215.5833333,0,0.250386064,517,0.017,29.8,74.5,-0.1
215.625,0,0.250386064,398,0.017,29.9,74.1,-0.1
215.6666667,0,0.250386064,285,0.034,29.5,74.5,0
215.7083333,0,0.250386064,228,0.017,29.3,75.1,-0.1
215.75,0,0.278168971,96,0.017,28.9,73.6,0
215.7916667,0,0.224316711,27,0.017,27.8,81.2,-0.1
215.8333333,0,0.224316711,6,0.034,27,84.3,0
215.875,0,0.250386064,0,0.017,26.2,87.7,-0.1
215.9166667,0,0.224316711,0,0.017,25.7,90.1,0
215.9583333,0,0.224316711,0,0.017,25.9,89.5,0
216,0,0.224316711,0,0.017,26.2,88.1,0
216.0416667,0,0.224316711,0,0.034,26.4,86.9,-0.1
216.0833333,0,0.224316711,0,0.017,26.8,84.1,0
216.125,0,0.224316711,0,0.017,26.9,84,-0.1
216.1666667,0,0.224316711,0,0.017,26.9,83.6,0
216.2083333,0,0.224316711,0,0.017,26.7,84,0
216.25,0,0.224316711,3,0.017,26.6,84.1,0
216.2916667,0,0.224316711,49,0.034,26.4,85.6,-0.1
216.3333333,0,0.199927219,147,0.017,26.6,87.9,0
216.375,0,0.199927219,203,0.017,27,87.8,0
216.4166667,0,0.199927219,261,0.017,27.8,83.8,-0.1
216.4583333,0,0.199927219,301,0.034,28.1,82.6,0
216.5,0,0.17718292,493,0.017,29,80.6,-0.1
216.5416667,0,0.199927219,332,0.017,28.7,79.6,0
216.5833333,0,0.199927219,375,0.017,29,78.9,-0.1
216.625,0,0.199927219,389,0.034,29.2,77.9,-0.1
216.6666667,0,0.199927219,171,0.017,28.9,79.2,0
216.75,0,0.199927219,76,0.017,27.9,84,-0.1
216.7916667,0,0.199927219,50,0.017,27.6,84.6,-0.1
216.8333333,0,0.199927219,3,0.017,26.9,85.7,-0.1
216.875,0,0.199927219,0,0.017,26.5,86.6,0
216.9166667,0,0.199927219,0,0.017,26.2,87.5,-0.1
216.9583333,0,0.199927219,0,0.017,25.9,87.9,0
217,0,0.199927219,0,0.017,26,87.1,0
217.0416667,0,0.199927219,0,0.017,25.9,87.9,-0.1
217.0833333,0,0.199927219,0,0.017,25.6,88.1,0
217.125,0,0.199927219,0,0.017,25.2,90.1,-0.1
217.1666667,0,0.199927219,0,0.017,24.8,92.4,0
217.2083333,0,0.199927219,0,0.017,24.6,93.2,-0.1
217.25,0,0.199927219,3,0.017,24.7,93,0
217.2916667,0,0.199927219,41,0.017,25.1,92.3,-0.1
217.3333333,0,0.199927219,89,0.017,25.9,90.5,0
217.375,0,0.17718292,397,0.017,27.9,85.7,0
217.4166667,0,0.156048097,459,0.017,28.9,83.3,-0.1
217.4583333,0,0.17718292,377,0.017,28.8,83.2,-0.1
217.5,0.003235803,0.17718292,333,0.017,28.9,81.9,0
217.5416667,0.005644961,0.17718292,252,0.017,28.9,82.3,-0.1
217.5833333,0.001578469,0.17718292,296,0.017,29,83.1,-0.1
217.625,0.001578469,0,209,0.017,29.2,83.4,0
217.6666667,0.001578469,0,221,0.017,29.2,82.8,-0.1
217.7083333,0.001578469,0,154,0.017,29.1,82.8,-0.1
217.75,0.001578469,0,80,0.017,28.5,83.6,-0.1
217.7916667,0.001578469,0,33,0,28,84.4,-0.1
217.8333333,0.001578469,0,3,0.017,27.2,86.9,-0.1
217.875,0.003235803,0,0,0.017,26.5,89.6,-0.1
217.9166667,0.003235803,0,0,0.017,26,91,-0.1
217.9583333,0.003235803,0,0,0.017,25.9,91.9,-0.1
218,0.005644961,0,0,0.017,25.9,93.3,-0.1
218.0416667,0.005644961,0,0,0,25.1,93.9,-0.1
218.0833333,0.005644961,0,0,0.017,24.5,93.8,-0.1
218.125,0.005644961,0,0,0.017,24.2,94.6,-0.1
218.1666667,0.003235803,0,0,0.017,24.3,94.8,-0.1
218.2083333,0.005644961,0,0,0,24.5,95.4,0
218.25,0.005644961,0,2,0.017,24.8,95.5,-0.1
218.2916667,0.000573605,0,56,0.017,25.2,96.3,-0.1
218.3333333,0.000573605,0,198,0.017,26.7,97.4,-0.1
218.375,0.000573605,0,259,0.017,27.9,91.4,-0.1
218.4166667,0.000573605,0,415,0.017,28.7,88.6,-0.1
218.4583333,0.000573605,0,403,0.017,29.4,85.3,-0.1
218.5,0.000573605,0,512,0.017,29.6,83.5,-0.1
218.5416667,0.000573605,0,328,0,29.1,81.2,-0.2
218.5833333,0.000573605,0,268,0.017,28.6,85.9,-0.2
218.625,0.000573605,0,233,0.017,28.8,85.9,-0.1
218.6666667,0.003235803,0,195,0.017,28.5,86.7,-0.2
218.7083333,0.003235803,0,118,0,28.3,85.6,-0.1
218.75,0.003235803,0,93,0.017,28,87,-0.2
218.7916667,0.003235803,0,60,0.017,27.9,87,-0.2
218.8333333,0.003235803,0,2,0,27.2,88.1,-0.1
218.875,0.003235803,0,0,0.017,26.5,90.2,-0.2
218.9166667,0.003235803,0,0,0.017,26.3,91.2,-0.1
218.9583333,0.003235803,0,0,0.017,26.5,90.2,-0.1
219,0.001578469,0,0,0,27.1,86.8,-0.2
219.0416667,0.001578469,0,0,0.017,27.2,85.7,-0.1
219.0833333,0.001578469,0,0,0.017,27.4,82.7,0.1
219.125,0.003235803,0.000101543,0,0.017,26.7,86.5,0.3
219.1666667,0.003235803,0.000101543,0,0.017,25.9,91.6,0.4
219.2083333,0.003235803,0.000101543,0,0.017,25.6,93.7,0.4
219.25,0.003235803,0,1,0.017,25.8,92.6,0.3
219.2916667,0.003235803,0,22,0.017,26.9,86,0.2
219.3333333,0.003235803,0,75,0,27.5,82.8,0.2
219.375,0.003235803,0,155,0.017,27.8,82,0.2
219.4166667,0.003235803,0,115,0.017,27.3,82.9,0.3
219.4583333,0.003235803,0,87,0.017,27.2,83,0.2
219.5,0.003235803,0,125,0.017,26.6,87.8,0.3
219.5416667,0.003235803,0.000101543,78,0.017,26.3,89.6,0.6
219.5833333,0.003235803,0,131,0.017,26.5,90.9,0.4
219.625,0.003235803,0,140,0.034,26.7,90.2,0.3
219.6666667,0.003235803,0,153,0.017,26.7,89.9,0.2
219.7083333,0.003235803,0,99,0.017,27.1,88.2,0.2
219.75,0.003235803,0,185,0.034,27.9,87.1,0.3
219.7916667,0.003235803,0,49,0.017,27.7,86.1,0.1
219.8333333,0.003235803,0,2,0.034,27.4,85.4,0.1
219.875,0.003235803,0,0,0.289,27.1,86.8,0
219.9166667,0.001578469,0,0,0.306,27.2,86.3,0
219.9583333,0.001578469,0,0,0.357,26.8,88,0
220,0.001578469,0,0,0.426,26.8,87.7,0.1
220.0416667,0.003235803,0,0,0.885,26.7,88.4,-0.1
220.0833333,0.001578469,0,0,1.072,26.7,88,0
220.125,0.001578469,0,0,1.089,26.6,89.2,0.1
220.1666667,0.001578469,0,0,1.055,26.3,89.5,0.1
220.2083333,0.001578469,0,0,0.885,26.2,90.2,0
220.25,0.001578469,0,0,0.834,26,91,0
220.2916667,0.000573605,0,17,0.766,24.7,93.7,0
220.3333333,0.001578469,0.000101543,20,0.766,24.6,94.2,0.3
220.375,0.000573605,0.000101543,77,1.447,25.2,95.9,0.4
220.4166667,0.000573605,0,136,1.953,26,96.9,0.3
220.4583333,0.000573605,0,146,1.783,26.2,95.6,0.2
220.5,0.001578469,0.000101543,153,1.481,26.1,94.4,0.1
220.5416667,0.001578469,0.000101543,113,1.328,25.5,93.9,0.2
220.5833333,0.001578469,0.000101543,62,1.191,26,91.6,0.1
220.625,0.001578469,0.000101543,37,1.209,25.9,92.2,0.1
220.6666667,0.001578469,0.000101543,9,1.362,25.9,92.1,0.4
220.7083333,0.001578469,0.000573605,8,1.617,24.8,95.6,1.1
220.75,0.001578469,0.031719426,8,1.651,24.5,95.3,0.6
220.7916667,0.001578469,0.118458266,2,1.651,24.3,95.7,0.2
220.8333333,0.001578469,0.250386064,0,1.715,24.3,96.5,0.3
220.875,0.001578469,0.224316711,0,1.766,24,96.6,-0.1
220.9166667,0.001578469,0.339005737,0,1.783,24.2,96.5,0.2
220.9583333,0.001578469,0.443905671,0,1.919,24,96.7,0.1
221,0.001578469,2.651802085,0,2.362,24.4,95.8,0.9
221.0416667,0.008892475,4.882878358,0,3.043,25.1,96.3,0.5
221.0833333,0.005644961,5.86604693,0,2.634,24.3,97.8,0.1
221.125,0.001578469,2.338625035,0,2.498,24,96.1,-0.8
221.1666667,0,1.695966395,0,2.413,25.3,94.6,-0.2
221.2083333,0.001578469,2.761369442,0,2.174,24.6,96.6,0.4
221.25,0,1.78040211,0,2.209,24.8,96.5,-0.4
221.2916667,0,1.239087133,1,2.14,24.8,97.5,-0.2
221.3333333,0,1.613934093,2,2.089,24.3,97.8,0.2
221.375,0.000101543,1.695966395,10,1.987,24.4,96.3,0
221.4166667,0,1.171029737,46,1.936,24.6,97.5,-0.1
221.4583333,0,0.921095488,115,2.106,25,99,-0.1
221.5,0.003235803,2.338625035,16,2.089,25.2,97.1,0.5
221.5416667,0.003235803,1.613934093,23,1.97,25.2,97.3,-0.1
221.5833333,0.000101543,1.171029737,69,1.953,25,98.1,-0.3
221.625,0,0.705707007,125,1.868,25.3,97.8,-0.3
221.6666667,0,0.657074634,135,1.783,25.5,97.6,0
221.7083333,0,0.443905671,77,1.685,25.9,97.9,-0.1
221.75,0,0.372122673,30,1.532,25.6,95.9,-0.1
221.7916667,0,0.250386064,23,1.379,25.4,95.8,-0.1
221.8333333,0,0.156048097,3,1.243,25,95.3,-0.1
221.875,0,0.10192578,0,1.123,24.8,95.2,-0.1
221.9166667,0,0.086847586,0,1.004,25,94.4,-0.1
221.9583333,0,0.060882517,0,0.902,25.4,92.6,-0.1
222,0,0.049905276,0,0.817,25.8,92.2,0
222.0416667,0,0.049905276,0,0.8,26,91.5,0
222.0833333,0,0.040201175,0,0.698,26.5,87.8,0
222.125,0,0.031719426,0,0.596,26.6,85,-0.1
222.1666667,0,0.024406441,0,0.511,26.6,84.5,0
222.2083333,0,0.024406441,0,0.443,27.1,81.7,-0.1
222.25,0,0.018205417,3,0.323,27,81.8,0
222.2916667,0,0.013055782,50,0.272,27.2,82.2,-0.1
222.3333333,0,0.013055782,143,0.204,27.5,83.6,-0.1
222.375,0,0.013055782,181,0.17,27.7,81.6,0
222.4166667,0,0.008892475,320,0.136,28,82.8,-0.1
222.4583333,0,0.008892475,323,0.068,28.4,80.3,-0.1
222.5,0,0.005644961,733,0.034,29.4,78.8,0
222.5416667,0,0.003235803,725,0,29.8,75.7,-0.2
222.5833333,0,0.003235803,907,0,30.5,72.6,0
222.625,0,0.005644961,702,0,30.4,71.4,-0.1
222.6666667,0,0.003235803,397,0,30,72.8,-0.1
222.7083333,0,0.003235803,366,0,29.6,74.7,0
222.75,0,0.001578469,94,0,28.6,79.2,-0.1
222.7916667,0,0.001578469,36,0,27.5,83.3,0
222.8333333,0,0.001578469,1,0,26.5,88.4,0
222.875,0,0.001578469,0,0,26,89.3,-0.1
222.9166667,0,0.000573605,0,0,25.8,90.5,0
222.9583333,0,0.000573605,0,0.443,25.6,91.7,0
223,0,0.000573605,0,0.936,25.6,92.1,0.1
223.0416667,0,0.000573605,0,0.885,25.6,91.2,0
223.0833333,0,0.000573605,0,0.783,25.5,91.5,0.1
223.125,0,0.000573605,0,0.477,25.6,92.6,0
223.1666667,0,0.001578469,0,2.872,25.6,93.9,0.6
223.2083333,0,0.013055782,0,7.157,25.4,95.2,0.5
223.25,0,0.040201175,1,3.06,25.5,95.7,0.2
223.2916667,0,0.073181235,4,2.481,25.3,96,0.1
223.3333333,0.000573605,2.338625035,7,8.685,25,95.8,1.1
223.375,0,1.78040211,112,10.66,25.3,97.8,-0.3
223.4166667,0.000101543,1.171029737,153,2.174,26.2,99.1,-0.1
223.4583333,0,0.756400174,141,1.698,26.3,96.6,-0.3
223.5,0,0.565888725,106,2.209,26.1,94,0
223.5416667,0,0.482630463,94,1.8,25.9,95.2,-0.1
223.5833333,0,0.278168971,106,0.613,26.3,96.4,-0.1
223.625,0.000573605,2.651802085,71,10.217,25.7,97.5,1.1
223.6666667,0.000101543,3.10585824,38,12.068,25.5,96.8,0.1
223.7083333,0.000573605,2.873555587,23,12.443,25.4,96.2,-0.1
223.75,0,1.171029737,61,6.068,25.4,95.4,-0.7
223.7916667,0,0.657074634,25,0,26.1,88.9,-0.3
223.8333333,0,0.339005737,2,0,26,88.5,-0.1
223.875,0,0.199927219,0,0.102,26.2,88.7,-0.2
223.9166667,0,0.136485904,0,0.034,25.5,92,-0.1
223.9583333,0,0.10192578,0,0.068,25.3,92.8,-0.1
224,0,0.060882517,0,0.255,25.6,91.8,-0.1
224.0416667,0,0.040201175,0,0,27,88.4,0
224.0833333,0,0.040201175,0,0,27.1,86.6,-0.1
224.125,0,0.024406441,0,0,27.3,85.2,0
224.1666667,0,0.018205417,0,0,27.1,85,-0.1
224.2083333,0,0.018205417,0,0,26.7,85.8,-0.1
224.25,0,0.013055782,1,0,26.5,85,0
224.2916667,0,0.013055782,76,0,26.9,84.7,-0.1
224.3333333,0,0.008892475,223,0,27.4,84.4,0
224.375,0,0.008892475,294,0,27.7,84.7,-0.1
224.4166667,0,0.005644961,473,0,28.7,82.7,-0.1
224.4583333,5.19882668,0.003235803,278,0,29,81.3,0.3
224.5,4.729262015,2.048334347,307,1.97,27.7,86.2,1.7
224.5416667,3.474411799,2.651802085,85,5.711,25.3,96,0.1
224.5833333,0,4.882878358,48,6.919,25.2,95.7,-0.2
224.625,0,1.78040211,62,6.34,25.1,97.5,-0.8
224.6666667,0,0.756400174,48,5.268,25.1,96.3,-0.3
224.7083333,0,0.339005737,28,2.464,25.2,96.5,-0.3
224.75,0,0.17718292,38,0.238,24.9,97,-0.2
224.7916667,0,0.10192578,54,0.919,24.9,97.1,-0.1
224.8333333,0,0.031719426,2,0.068,25.1,95.8,-0.1
224.875,0,0.013055782,0,0,25.2,96,-0.2
224.9166667,0,0.008892475,0,0,25.3,96,-0.1
224.9583333,0,0.008892475,0,0,25.4,96.4,-0.1
225,0,0.005644961,0,0.017,25.5,96.4,-0.1
225.0416667,0,0.003235803,0,0,25.6,96.2,0
225.0833333,0,0.003235803,0,0,25.8,96.4,-0.1
225.125,0,0.003235803,0,0,25.9,96.1,-0.1
225.1666667,0,0.003235803,0,0,25.7,95.6,0
225.2083333,0,0.001578469,0,0,25.8,95.3,-0.1
225.25,0,0.001578469,0,0,25.7,95.9,0
225.2916667,0,0.000573605,20,0.63,25.7,95.7,0
225.3333333,0,0.001578469,170,0.017,25.9,98.9,0
225.375,0,0.000573605,80,0.085,26.7,94.3,-0.1
225.4166667,0,0.000573605,142,0.238,27.2,93.9,0
225.4583333,0,0.000573605,280,0,27.8,91.3,0
225.5,0,0.000573605,242,1.157,27.8,94.3,0.1
225.5416667,0,0.000573605,169,0.102,28,93.1,0
225.5833333,0,0.000573605,516,0.034,28.6,93.3,-0.1
